,URL,Image,Name,Number of Courses,University,Category,Sub_Category,Course_Language
81,https://www.coursera.org/learn/pharma-medical-device-innovations,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b1/aaa360b62a11e589fc15915145485b/yogendra_medical_30_july_2012_22_fJ_a2_sO_L.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b1/aaa360b62a11e589fc15915145485b/yogendra_medical_30_july_2012_22_fJ_a2_sO_L.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Pharmaceutical and Medical Device Innovations,,University of Minnesota,business,finance,en
82,https://www.coursera.org/learn/biases-portfolio-selection,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/36/2d49905f0d11e6833139827342093d/Stocks3Thumb.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/36/2d49905f0d11e6833139827342093d/Stocks3Thumb.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Biases and Portfolio Selection,,Rice University,business,finance,en
83,https://www.coursera.org/learn/country-level-economics,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/7e/45be50a03c11e5ad54170aaae397eb/iMBA_MEABA_Icon_CountryLevelEconomics.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/7e/45be50a03c11e5ad54170aaae397eb/iMBA_MEABA_Icon_CountryLevelEconomics.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Country Level Economics: Macroeconomic Variables and Markets,,University of Illinois at Urbana-Champaign,business,finance,en
84,https://www.coursera.org/learn/startup-funding,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/17/c8a3404fd911e4bd702198c36496f1/New-Venture-Finance.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/17/c8a3404fd911e4bd702198c36496f1/New-Venture-Finance.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",New Venture Finance: Startup Funding for Entrepreneurs,,"University of Maryland, College Park",business,finance,en
85,https://www.coursera.org/learn/financing-infrastructure-in-african-cities,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/d0/3136e02e7f11e791c1a10b2a646006/26828_logo_course_topic_800x800.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/d0/3136e02e7f11e791c1a10b2a646006/26828_logo_course_topic_800x800.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Financing Infrastructure in African Cities,,"United Cities and Local Governments of Africa, African Local Government Academy, Erasmus University Rotterdam, Institute for Housing and Urban Development ",business,finance,en
86,https://www.coursera.org/learn/discounted-cash-flow,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c5/58c180650c11e6896bf1450fa1d25a/iStock_83222663_S.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c5/58c180650c11e6896bf1450fa1d25a/iStock_83222663_S.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Valuation for Startups Using Discounted Cash Flows Approach,,Yonsei University,business,finance,en
87,https://www.coursera.org/learn/behavioral-investing,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/85/df2290b53711e58c09abd8619163a8/euro-447214_1920.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/85/df2290b53711e58c09abd8619163a8/euro-447214_1920.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Behavioral Investing,,Indian School of Business,business,finance,en
88,https://www.coursera.org/learn/design-trading-strategy-culminating-project,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ae/d12f506f8f11e6bffced8ba71e7162/Capstone.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ae/d12f506f8f11e6bffced8ba71e7162/Capstone.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Design your own trading strategy – Culminating Project,,Indian School of Business,business,finance,en
89,https://www.coursera.org/learn/business-assessment,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/61/396740ef8c11e5a84209212566988f/Acc_Logo_DecisionMakingP2.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/61/396740ef8c11e5a84209212566988f/Acc_Logo_DecisionMakingP2.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Accounting for Business Decision Making: Strategy Assessment and Control,,University of Illinois at Urbana-Champaign,business,finance,en
90,https://www.coursera.org/learn/finance-markets,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/7b/a44690db2311e5878d2b9949bd50d2/thumbnail_markets.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/7b/a44690db2311e5878d2b9949bd50d2/thumbnail_markets.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Finance for Everyone: Markets,,McMaster University,business,finance,en
91,https://www.coursera.org/learn/networks-illustrated,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/87/5d3711e8371d7f641dec6648f3b6d8/ni-logo2.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/87/5d3711e8371d7f641dec6648f3b6d8/ni-logo2.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Networks Illustrated: Principles without Calculus,,Princeton University,business,finance,en
92,https://www.coursera.org/learn/investment-philosophy,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1d/700ee0b53711e58c09abd8619163a8/analysis-680572_1920.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1d/700ee0b53711e58c09abd8619163a8/analysis-680572_1920.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Investment Strategy,,Indian School of Business,business,finance,en
93,https://www.coursera.org/learn/healthcare-medical-technology,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/0a/271d60b62c11e5971a231b6c11c601/4-abstract-medical-background_fJZU0Yw__L.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/0a/271d60b62c11e5971a231b6c11c601/4-abstract-medical-background_fJZU0Yw__L.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Medical Technology and Evaluation,,University of Minnesota,business,finance,en
94,https://www.coursera.org/learn/managerial-accounting-business-decisions,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/be/14dfa0486311e6b7a92ffc4e051c86/iMBA_VCM_Thumbnail_ManagerialAccountingTools.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/be/14dfa0486311e6b7a92ffc4e051c86/iMBA_VCM_Thumbnail_ManagerialAccountingTools.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Managerial Accounting: Tools for Facilitating and Guiding Business Decisions,,University of Illinois at Urbana-Champaign,business,finance,en
95,https://www.coursera.org/learn/budgeting-essentials-development,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/eb/06599088cb11e79820d14de29257bc/20170823-Cousera-Budgeting.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/eb/06599088cb11e79820d14de29257bc/20170823-Cousera-Budgeting.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Budgeting essentials and development,,Fundação Instituto de Administração,business,finance,en
96,https://www.coursera.org/learn/accounting-finance,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6e/04d21078cc11e6953171c0a7fe8322/Logo-banner-Coursera-Accounting-and-Finance-for-IT-Managers.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6e/04d21078cc11e6953171c0a7fe8322/Logo-banner-Coursera-Accounting-and-Finance-for-IT-Managers.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Accounting and Finance for IT professionals,,Indian School of Business,business,finance,en
97,https://www.coursera.org/learn/statistics-international-business,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/75/fce330c3a011e6ad9b2deda81a1409/Specialisation_Statistics.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/75/fce330c3a011e6ad9b2deda81a1409/Specialisation_Statistics.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Statistics for International Business,,University of London,business,finance,en
98,https://www.coursera.org/learn/capital-markets,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e7/516590efc311e4aba40f1626f9b9c0/BNY_Course2_hero_image_2015.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e7/516590efc311e4aba40f1626f9b9c0/BNY_Course2_hero_image_2015.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",The Role of Global Capital Markets,,The University of Melbourne,business,finance,en
99,https://www.coursera.org/learn/value-creation,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/2c/40cbf0efc411e4aa16e322730ca881/BNY_Course_3_hero_image_2015.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/2c/40cbf0efc411e4aa16e322730ca881/BNY_Course_3_hero_image_2015.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Corporate Financial Decision-Making for Value Creation,,The University of Melbourne,business,finance,en
100,https://www.coursera.org/learn/financial-ratios,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/70/03c60065aa11e6bd2d0fa10779d1de/iStock_24224001_MEDIUM.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/70/03c60065aa11e6bd2d0fa10779d1de/iStock_24224001_MEDIUM.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Financial Analysis for Startups,,Yonsei University,business,finance,en
101,https://www.coursera.org/learn/macroeconomic-factors,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/87/469560a03c11e5a4eae7e16b9f05a3/iMBA_MEABA_Icon_CountryLevelEconomics.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/87/469560a03c11e5a4eae7e16b9f05a3/iMBA_MEABA_Icon_CountryLevelEconomics.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x","Country Level Economics: Policies, Institutions, and Macroeconomic Performance",,University of Illinois at Urbana-Champaign,business,finance,en
102,https://www.coursera.org/learn/valuation,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b1/64cfc0efc411e4b3debfea5dbc25d9/BNY_Course_4_Hero_Imgae_2015.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b1/64cfc0efc411e4b3debfea5dbc25d9/BNY_Course_4_Hero_Imgae_2015.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Alternative Approaches to Valuation and Investment,,The University of Melbourne,business,finance,en
103,https://www.coursera.org/learn/healthcare-delivery-providers,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/97/93bd90d99311e588403db7d2d2233e/health-medical-concept_G1iIA_iu_L-2b.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/97/93bd90d99311e588403db7d2d2233e/health-medical-concept_G1iIA_iu_L-2b.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Healthcare Delivery Providers,,University of Minnesota,business,finance,en
104,https://www.coursera.org/learn/valuation-multiples,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/69/ccd9d065a911e6831df73e4ac0280d/iStock_68874599_SMALL.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/69/ccd9d065a911e6831df73e4ac0280d/iStock_68874599_SMALL.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Valuation for Startups Using Multiple Approach,,Yonsei University,business,finance,en
105,https://www.coursera.org/learn/asset-measurement-disclosure,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1d/fb17203f1411e7a03b9505c27d3bf2/gregdavis.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/1d/fb17203f1411e7a03b9505c27d3bf2/gregdavis.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Accounting Analysis I: Measurement and Disclosure of Assets,,University of Illinois at Urbana-Champaign,business,finance,en
106,https://www.coursera.org/learn/change-for-the-finance-professional,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ec/f9efe0b54211e5bd283755a7703f37/shutterstock_305902064.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ec/f9efe0b54211e5bd283755a7703f37/shutterstock_305902064.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Keeping up with Change: Issues for the Finance Professional,,University of London,business,finance,en
107,https://www.coursera.org/learn/demandmanagement,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/99/4ecf304d6611e588d6639d60251af6/demand.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/99/4ecf304d6611e588d6639d60251af6/demand.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Demand management: Breaking down today’s commercial silos,,ESSEC Business School,business,finance,en
108,https://www.coursera.org/learn/capital-budgeting,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/95/82d38065af11e68d02c3e3fa07411e/iStock_46002840_MEDIUM.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/95/82d38065af11e68d02c3e3fa07411e/iStock_46002840_MEDIUM.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Applying Investment Decision Rules for Startups,,Yonsei University,business,finance,en
109,https://www.coursera.org/learn/finance-debt,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a8/e2ced0a43011e5be556b08edf00ac3/thumbnail_debt.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a8/e2ced0a43011e5be556b08edf00ac3/thumbnail_debt.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Finance for Everyone: Debt,,McMaster University,business,finance,en
110,https://www.coursera.org/learn/finance-value,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/59/1c18a0db2311e59d2c995f7ef36717/thumbnail_value.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/59/1c18a0db2311e59d2c995f7ef36717/thumbnail_value.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Finance For Everyone: Value,,McMaster University,business,finance,en
111,https://www.coursera.org/learn/corporate-entrepreneurs-financing,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/94/a25940710d11e683dee59c80881fa4/shutterstock_200014820.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/94/a25940710d11e683dee59c80881fa4/shutterstock_200014820.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Financing and Profiting from Innovation for Corporate Entrepreneurs,,"University of Maryland, College Park",business,finance,en
112,https://www.coursera.org/learn/wealth-planning-capstone,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e7/2077d0bfc711e5b274b791246c5383/geneva_thumb.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e7/2077d0bfc711e5b274b791246c5383/geneva_thumb.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Planning your Client's Wealth over a 5-year Horizon,,University of Geneva,business,finance,en
113,https://www.coursera.org/learn/finansy,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/04/e5493049ae11e4a3304f24ff82b397/Finance-Course.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/04/e5493049ae11e4a3304f24ff82b397/Finance-Course.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Фінанси для нефінансових спеціалістів,,"University of California, Irvine",business,finance,en
114,https://www.coursera.org/learn/finance-and-accounting,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/3b/1927a092e111e68fd7df51cfd13a9f/Finance-compass_600x600.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/3b/1927a092e111e68fd7df51cfd13a9f/Finance-compass_600x600.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Financial Accounting Toolkit for Decision Making,,Vanderbilt University,business,finance,en
115,https://www.coursera.org/learn/accounting-fundamentals-project,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/46/746ad0ef8d11e5a806af8e89269560/Acc_Logo_Capstone.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/46/746ad0ef8d11e5a806af8e89269560/Acc_Logo_Capstone.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Fundamentals of Accounting Capstone,,University of Illinois at Urbana-Champaign,business,finance,en
116,https://www.coursera.org/learn/financial-analysis-project,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/77/d7ca70c56f11e4a874db0941ccfe91/BNY_hero2R3_1_.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/77/d7ca70c56f11e4a874db0941ccfe91/BNY_hero2R3_1_.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Essentials of Corporate Finance Capstone,,The University of Melbourne,business,finance,en
117,https://www.coursera.org/learn/investment-portfolio-management-capstone,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/75/380350656b11e6819c2dd53fcd6736/Stocks3Thumb.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/75/380350656b11e6819c2dd53fcd6736/Stocks3Thumb.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Capstone: Build a Winning Investment Portfolio,,Rice University,business,finance,en
118,https://www.coursera.org/learn/investment-strategy-capstone,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/8d/59c060bd9e11e5bd283755a7703f37/analysis-626881.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/8d/59c060bd9e11e5bd283755a7703f37/analysis-626881.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Financial Markets and Investment Strategy Capstone,,Indian School of Business,business,finance,en
119,https://www.coursera.org/learn/financial-management-capstone,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/3a/4fba70486111e6bdd5d9ef6a4743fd/iMBA_FM_Thumbnail_Capstone.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/3a/4fba70486111e6bdd5d9ef6a4743fd/iMBA_FM_Thumbnail_Capstone.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Financial Management Capstone,,University of Illinois at Urbana-Champaign,business,finance,en
120,https://www.coursera.org/learn/healthcare-marketplace-capstone,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5d/7d1240b97811e5b4e707f9340dfbd7/MILI2.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5d/7d1240b97811e5b4e707f9340dfbd7/MILI2.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Healthcare Marketplace Capstone,,University of Minnesota,business,finance,en
