,URL,Image,Name,Number of Courses,University,Category,Sub_Category,Course_Language
40,https://www.coursera.org/learn/financial-engineering-2,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://spark-public.s3.amazonaws.com/flex-fe1/stocksii.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://spark-public.s3.amazonaws.com/flex-fe1/stocksii.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Financial Engineering and Risk Management Part II,,Columbia University,business,finance,en
41,https://www.coursera.org/learn/trading-algorithm,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6b/c1cd306f8711e69fa9bdef79eea7c1/Emerging-markets.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6b/c1cd306f8711e69fa9bdef79eea7c1/Emerging-markets.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Trading Algorithms,,Indian School of Business,business,finance,en
42,https://www.coursera.org/learn/financial-accounting,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ea/309ad0b17611e6bf11fdeb86468589/COURSERA-1200x1200-accounting.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/ea/309ad0b17611e6bf11fdeb86468589/COURSERA-1200x1200-accounting.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Accounting: Principles of Financial Accounting,,IESE Business School,business,finance,en
43,https://www.coursera.org/learn/forensic-accounting,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/4d/95f0b0e66e11e3bf7fb7b0a53f0209/ForensicAccountingLogo.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/4d/95f0b0e66e11e3bf7fb7b0a53f0209/ForensicAccountingLogo.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Forensic Accounting and Fraud Examination,,West Virginia University,business,finance,en
44,https://www.coursera.org/learn/investment-management,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/7d/af9a80b9f311e596ddffa17da4aea1/06_1_mooc_1200x1200.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/7d/af9a80b9f311e596ddffa17da4aea1/06_1_mooc_1200x1200.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,,HEC Paris,business,finance,en
45,https://www.coursera.org/learn/infrastructure-investing,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/59/d8db02b962d49aa0b5b4be8c6200da/Untitled.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/59/d8db02b962d49aa0b5b4be8c6200da/Untitled.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Financing and Investing in Infrastructure,,Università Bocconi,business,finance,en
46,https://www.coursera.org/learn/international-taxation,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c0/aee210ba8911e4a6849da3d066e85a/logotaxlaw.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c0/aee210ba8911e4a6849da3d066e85a/logotaxlaw.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Rethinking International Tax Law,,Universiteit Leiden,business,finance,en
47,https://www.coursera.org/learn/fintech-transformation-financial-services,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b3/7eee20930111e78c421142426ac0a7/Slide1.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b3/7eee20930111e78c421142426ac0a7/Slide1.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",FinTech and the Transformation in Financial Services,,Copenhagen Business School,business,finance,en
48,https://www.coursera.org/learn/portfolio-risk-management,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/2c/1e1660bfc511e586f9898ae01fe616/geneva_thumb.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/2c/1e1660bfc511e586f9898ae01fe616/geneva_thumb.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Portfolio and Risk Management,,University of Geneva,business,finance,en
49,https://www.coursera.org/learn/firm-level-economics-markets,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/62/f9fb20a03c11e5ba8101c059bce47b/iMBA_MEABA_Icon_FirmLevelEconomics.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/62/f9fb20a03c11e5ba8101c059bce47b/iMBA_MEABA_Icon_FirmLevelEconomics.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Firm Level Economics: Markets and Allocations,,University of Illinois at Urbana-Champaign,business,finance,en
50,https://www.coursera.org/learn/uva-darden-managerial-accounting,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/7d/251dc0dc2311e7862f37513baa6be7/MA_courseimage_final-01.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/7d/251dc0dc2311e7862f37513baa6be7/MA_courseimage_final-01.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Managerial Accounting Fundamentals,,University of Virginia,business,finance,en
51,https://www.coursera.org/learn/interest-rate-models,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/29/9834a062f111e6b551ffcefd40a275/InterestRates5b.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/29/9834a062f111e6b551ffcefd40a275/InterestRates5b.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Interest Rate Models,,École Polytechnique Fédérale de Lausanne,business,finance,en
52,https://www.coursera.org/learn/managingmoney,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f7/1ce330c24e11e3b581516b3b1ac593/timemoney.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f7/1ce330c24e11e3b581516b3b1ac593/timemoney.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Managing Your Money: MBA Insights for Undergraduates,,"University of California, Irvine",business,finance,en
53,https://www.coursera.org/learn/investments-fundamentals,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b1/efbd80500b11e6a10c3bdcd55001c7/iMBA_FM_Thumbnail_FinancialEvaluation-Investments.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/b1/efbd80500b11e6a10c3bdcd55001c7/iMBA_FM_Thumbnail_FinancialEvaluation-Investments.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Investments I: Fundamentals of Performance Evaluation,,University of Illinois at Urbana-Champaign,business,finance,en
54,https://www.coursera.org/learn/financial-analysis,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a5/9e46a0ef9011e4b22fcd06b6bf9a23/BNY_MOOC_1st_Course_hero_image.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/a5/9e46a0ef9011e4b22fcd06b6bf9a23/BNY_MOOC_1st_Course_hero_image.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",The Language and Tools of Financial Analysis,,The University of Melbourne,business,finance,en
55,https://www.coursera.org/learn/portfolio-selection-risk-management,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/31/3630605f0c11e6971333e1aad92230/Stocks3Thumb.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/31/3630605f0c11e6971333e1aad92230/Stocks3Thumb.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Portfolio Selection and Risk Management,,Rice University,business,finance,en
56,https://www.coursera.org/learn/healthcare-marketplace,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/07/c65280b97811e5a4b09d9a9c5585fd/0-abstract-medical-background_G1aZTYDu_L.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/07/c65280b97811e5a4b09d9a9c5585fd/0-abstract-medical-background_G1aZTYDu_L.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Healthcare Marketplace,,University of Minnesota,business,finance,en
57,https://www.coursera.org/learn/accounting-for-managers,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6c/8b4440486211e6b5d5a9b0fd544c43/iMBA_VCM_Thumbnail_ManagerialAccountingCost.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/6c/8b4440486211e6b5d5a9b0fd544c43/iMBA_VCM_Thumbnail_ManagerialAccountingCost.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x","Managerial Accounting: Cost Behaviors, Systems, and Analysis",,University of Illinois at Urbana-Champaign,business,finance,en
58,https://www.coursera.org/learn/advanced-trading-algorithms,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/27/bace306f8b11e6934e6f54967b1a98/Back-Testing.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/27/bace306f8b11e6934e6f54967b1a98/Back-Testing.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Advanced Trading Algorithms,,Indian School of Business,business,finance,en
59,https://www.coursera.org/learn/investment-strategies-portfolio-analysis,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c2/31deb05f1c11e69bc85d075b8ba0d3/Stocks3Thumb.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/c2/31deb05f1c11e69bc85d075b8ba0d3/Stocks3Thumb.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Investment Strategies and Portfolio Analysis,,Rice University,business,finance,en
60,https://www.coursera.org/learn/company-valuation,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/55/d7f5a00f7b11e7beffd972e035b6c6/valutation_valuingprojects.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/55/d7f5a00f7b11e7beffd972e035b6c6/valutation_valuingprojects.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Valuing Companies,,University of Michigan,business,finance,en
61,https://www.coursera.org/learn/income-statement,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/99/d7d6a0ef8b11e5b2148945fea3355f/Acc_Logo_CompanyPerformance.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/99/d7d6a0ef8b11e5b2148945fea3355f/Acc_Logo_CompanyPerformance.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Understanding Financial Statements: Company Performance,,University of Illinois at Urbana-Champaign,business,finance,en
62,https://www.coursera.org/learn/firm-level-economics,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/50/80fa20a03c11e5ad000de4f911bf97/iMBA_MEABA_Icon_FirmLevelEconomics.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/50/80fa20a03c11e5ad000de4f911bf97/iMBA_MEABA_Icon_FirmLevelEconomics.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Firm Level Economics: Consumer and Producer Behavior,,University of Illinois at Urbana-Champaign,business,finance,en
63,https://www.coursera.org/learn/meeting-investors-goals,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/06/7176f0bfc511e5891d3f80fce82359/geneva_thumb.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/06/7176f0bfc511e5891d3f80fce82359/geneva_thumb.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Meeting Investors' Goals,,University of Geneva,business,finance,en
64,https://www.coursera.org/learn/risk-and-return,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/4d/7bcd900f7c11e78fae910784803857/valutation_risk.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/4d/7bcd900f7c11e78fae910784803857/valutation_risk.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Principles of Valuation: Risk and Return,,University of Michigan,business,finance,en
65,https://www.coursera.org/learn/operational-finance,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/73/e85790b17711e6835c3dd0982b7061/COURSERA-1200x1200-operational.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/73/e85790b17711e6835c3dd0982b7061/COURSERA-1200x1200-operational.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Operational Finance: Finance for Managers,,IESE Business School,business,finance,en
66,https://www.coursera.org/learn/corporate-finance-measure-success,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/49/33b390501111e6a283114902d8efe2/iMBA_FM_Thumbnail_FinancialEvaluation-CorporateFinance.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/49/33b390501111e6a283114902d8efe2/iMBA_FM_Thumbnail_FinancialEvaluation-CorporateFinance.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Corporate Finance I: Measuring and Promoting Value Creation,,University of Illinois at Urbana-Champaign,business,finance,en
67,https://www.coursera.org/learn/finance-decisions,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/2e/1ea740db2211e5bdfa752ffa21bd38/thumbnail_decisions.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/2e/1ea740db2211e5bdfa752ffa21bd38/thumbnail_decisions.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Finance for Everyone: Decisions,,McMaster University,business,finance,en
68,https://www.coursera.org/learn/public-economics,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/80/39a038465fe5a012e7a6f0a9dcbb50/Public-Economics.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/80/39a038465fe5a012e7a6f0a9dcbb50/Public-Economics.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Public Economics,,National Research University Higher School of Economics,business,finance,en
69,https://www.coursera.org/learn/investment-returns-long-run,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/43/f09150bfc511e581feb5e4dff1f7be/geneva_thumb.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/43/f09150bfc511e581feb5e4dff1f7be/geneva_thumb.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Securing Investment Returns in the Long Run,,University of Geneva,business,finance,en
70,https://www.coursera.org/learn/finance-for-non-financial-managers,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/96/1881b05ffa11e69d0d89c51881a787/fnfm_still_gpx2.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/96/1881b05ffa11e69d0d89c51881a787/fnfm_still_gpx2.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Finance for Non-Financial Managers,,Emory University,business,finance,en
71,https://www.coursera.org/learn/accounting-information-system,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/81/17dcd03f1411e7a0a7d9ae0ea29e46/gregdavis.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/81/17dcd03f1411e7a0a7d9ae0ea29e46/gregdavis.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Accounting Analysis I: The Role of Accounting as an Information System,,University of Illinois at Urbana-Champaign,business,finance,en
72,https://www.coursera.org/learn/innovative-finance,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e0/43dda0bf3711e7be1a63e37604472d/CILT_InnFin_Course_Image.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/e0/43dda0bf3711e7be1a63e37604472d/CILT_InnFin_Course_Image.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Innovative Finance: Hacking finance to change the world ,,University of Cape Town,business,finance,en
73,https://www.coursera.org/learn/tech-startup,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5e/295f50e16e11e598e2c16de109e815/logo-800x800.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/5e/295f50e16e11e598e2c16de109e815/logo-800x800.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Creating and Developing a Tech Startup,,"École Polytechnique, HEC Paris",business,finance,en
74,https://www.coursera.org/learn/portfolio-management,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/69/64f180b53711e5af288df91c83e825/newspaper-1081412_1920.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/69/64f180b53711e5af288df91c83e825/newspaper-1081412_1920.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Portfolio and Risk Management,,Indian School of Business,business,finance,en
75,https://www.coursera.org/learn/accounting,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/59/c293607d0211e786b90109be50f9a9/accounting_thumbnail.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/59/c293607d0211e786b90109be50f9a9/accounting_thumbnail.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Accounting for Decision Making,,University of Michigan,business,finance,en
76,https://www.coursera.org/learn/business-accounting,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f7/70de10ef8b11e595cbc79bfbb95d26/Acc_Logo_DecisionMakingP1.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/f7/70de10ef8b11e595cbc79bfbb95d26/Acc_Logo_DecisionMakingP1.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Accounting for Business Decision Making: Measurement and Operational Decisions,,University of Illinois at Urbana-Champaign,business,finance,en
77,https://www.coursera.org/learn/valuation-methods,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/23/4089d00f7211e78fae910784803857/valutation_alternativemethods.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/23/4089d00f7211e78fae910784803857/valutation_alternativemethods.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Valuation: Alternative Methods,,University of Michigan,business,finance,en
78,https://www.coursera.org/learn/corporate-finance-two,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/13/e60c90486111e68c58316e954b3293/iMBA_FM_Thumbnail_CorporateFinanceII.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/13/e60c90486111e68c58316e954b3293/iMBA_FM_Thumbnail_CorporateFinanceII.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Corporate Finance II: Financing Investments and Managing Risk,,University of Illinois at Urbana-Champaign,business,finance,en
79,https://www.coursera.org/learn/investment-portfolio,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/24/d109d06f8d11e6b077a1b816a16aac/Portfolio.jpg?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/24/d109d06f8d11e6b077a1b816a16aac/Portfolio.jpg?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Creating a Portfolio ,,Indian School of Business,business,finance,en
80,https://www.coursera.org/learn/investments-applications,"https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/59/e694d0486111e69f2b2b4012214d30/iMBA_FM_Thumbnail_InvestmentsII.png?auto=format%2Ccompress&dpr=2&w=100&h=100&fit=fill&bg=FFF 2x, https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-course-photos.s3.amazonaws.com/59/e694d0486111e69f2b2b4012214d30/iMBA_FM_Thumbnail_InvestmentsII.png?auto=format%2Ccompress&dpr=3&w=100&h=100&fit=fill&bg=FFF 3x",Investments II: Lessons and Applications for Investors,,University of Illinois at Urbana-Champaign,business,finance,en
